# Copyright (C) 2017  Intel Corporation. All rights reserved.
# Your use of Intel Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Intel Program License 
# Subscription Agreement, the Intel Quartus Prime License Agreement,
# the Intel FPGA IP License Agreement, or other applicable license
# agreement, including, without limitation, that your use is for
# the sole purpose of programming logic devices manufactured by
# Intel and sold by Intel or its authorized distributors.  Please
# refer to the applicable agreement for further details.

# Quartus Prime Version 17.1.0 Build 590 10/25/2017 SJ Lite Edition
# File: C:\Users\Андрей\Desktop\lab8.csv
# Generated on: Wed May 20 13:37:04 2020

# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus Prime software.

To,Direction,Location,I/O Bank,VREF Group,Fitter Location,I/O Standard,Reserved,Current Strength,Slew Rate,Differential Pair,Strict Preservation
c,Input,,,,PIN_M8,,,,,,
dec_1[0],Unknown,PIN_C14,7,B7_N0,,,,,,
dec_1[1],Unknown,PIN_E15,7,B7_N0,,,,,,
dec_1[2],Unknown,PIN_C15,7,B7_N0,,,,,,
dec_1[3],Unknown,PIN_C16,7,B7_N0,,,,,,
dec_1[4],Unknown,PIN_E16,7,B7_N0,,,,,,
dec_1[5],Unknown,PIN_D17,7,B7_N0,,,,,,
dec_1[6],Unknown,PIN_C17,7,B7_N0,,,,,,
dec_1[7],Unknown,PIN_D15,7,B7_N0,,,,,,
dec_2[0],Unknown,PIN_C18,7,B7_N0,,,,,,
dec_2[1],Unknown,PIN_D18,6,B6_N0,,,,,,
dec_2[2],Unknown,PIN_E18,6,B6_N0,,,,,,
dec_2[3],Unknown,PIN_B16,7,B7_N0,,,,,,
dec_2[4],Unknown,PIN_A17,7,B7_N0,,,,,,
dec_2[5],Unknown,PIN_A18,7,B7_N0,,,,,,
dec_2[6],Unknown,PIN_B17,7,B7_N0,,,,,,
dec_2[7],Unknown,PIN_A16,7,B7_N0,,,,,,
hex_1[0],Unknown,PIN_B20,7,B7_N0,,,,,,
hex_1[1],Unknown,PIN_A20,7,B7_N0,,,,,,
hex_1[2],Unknown,PIN_B19,7,B7_N0,,,,,,
hex_1[3],Unknown,PIN_A21,7,B7_N0,,,,,,
hex_1[4],Unknown,PIN_B21,7,B7_N0,,,,,,
hex_1[5],Unknown,PIN_C22,7,B7_N0,,,,,,
hex_1[6],Unknown,PIN_B22,7,B7_N0,,,,,,
hex_1[7],Unknown,PIN_A19,7,B7_N0,,,,,,
hex_2[0],Unknown,PIN_F21,7,B7_N0,,,,,,
hex_2[1],Unknown,PIN_E22,6,B6_N0,,,,,,
hex_2[2],Unknown,PIN_E21,6,B6_N0,,,,,,
hex_2[3],Unknown,PIN_C19,7,B7_N0,,,,,,
hex_2[4],Unknown,PIN_C20,7,B7_N0,,,,,,
hex_2[5],Unknown,PIN_D19,7,B7_N0,,,,,,
hex_2[6],Unknown,PIN_E17,7,B7_N0,,,,,,
hex_2[7],Unknown,PIN_D22,7,B7_N0,,,,,,
m1,Output,,,,PIN_F4,,,,,,
m2,Output,,,,PIN_Y6,,,,,,
